                   0 4.9422010000000000e+01
                   1 5.7374999999999998e-01
                   2 4.1200000000000004e-03
                   3 1.2000000000000000e-04
                   4 0.0000000000000000e+00
                   5 0.0000000000000000e+00
                   6 0.0000000000000000e+00
                   7 0.0000000000000000e+00
                   8 0.0000000000000000e+00
                   9 0.0000000000000000e+00
                  10 0.0000000000000000e+00
                  11 0.0000000000000000e+00
                  12 0.0000000000000000e+00
                  13 0.0000000000000000e+00
                  14 0.0000000000000000e+00
                  15 0.0000000000000000e+00
                  16 0.0000000000000000e+00
                  17 0.0000000000000000e+00
                  18 0.0000000000000000e+00
                  19 0.0000000000000000e+00
                  20 0.0000000000000000e+00
                  21 0.0000000000000000e+00
                  22 0.0000000000000000e+00
                  23 0.0000000000000000e+00
                  24 0.0000000000000000e+00
                  25 0.0000000000000000e+00
                  26 0.0000000000000000e+00
                  27 0.0000000000000000e+00
                  28 0.0000000000000000e+00
                  29 0.0000000000000000e+00
                  30 0.0000000000000000e+00
                  31 0.0000000000000000e+00
                  32 0.0000000000000000e+00
                  33 0.0000000000000000e+00
                  34 0.0000000000000000e+00
                  35 0.0000000000000000e+00
                  36 0.0000000000000000e+00
                  37 0.0000000000000000e+00
                  38 0.0000000000000000e+00
                  39 0.0000000000000000e+00
                  40 0.0000000000000000e+00
                  41 0.0000000000000000e+00
                  42 0.0000000000000000e+00
                  43 0.0000000000000000e+00
                  44 0.0000000000000000e+00
                  45 0.0000000000000000e+00
                  46 0.0000000000000000e+00
                  47 0.0000000000000000e+00
                  48 0.0000000000000000e+00
                  49 0.0000000000000000e+00
